Timestamp;PIDout;MotorSpeed;DrivePower
33496091;1.570000E+002;4.243000E+003;6.511596E+000
33497087;1.570000E+002;4.233000E+003;6.511596E+000
33498088;1.670000E+002;4.233000E+003;6.511596E+000
33499090;1.710000E+002;4.229000E+003;6.511596E+000
33500101;1.900000E+002;4.210000E+003;6.511596E+000
33501086;1.750000E+002;4.225000E+003;6.511596E+000
33502090;1.900000E+002;4.210000E+003;6.511596E+000
33503090;1.630000E+002;4.237000E+003;6.511596E+000
33504086;1.800000E+002;4.220000E+003;6.511596E+000
33505086;1.710000E+002;4.229000E+003;6.511596E+000
33506089;1.710000E+002;4.220000E+003;6.511596E+000
33507090;1.800000E+002;4.220000E+003;6.511596E+000
33508085;1.840000E+002;4.216000E+003;6.511596E+000
33509086;1.750000E+002;4.225000E+003;6.511596E+000
33510092;1.650000E+002;4.235000E+003;6.342300E+000
33511101;1.650000E+002;4.235000E+003;6.342300E+000
33512086;1.730000E+002;4.227000E+003;6.342300E+000
33513090;1.940000E+002;4.206000E+003;6.342300E+000
33514090;1.500000E+002;4.250000E+003;6.342300E+000
33515086;1.690000E+002;4.231000E+003;6.342300E+000
33516086;1.690000E+002;4.225000E+003;6.342300E+000
33517090;1.750000E+002;4.225000E+003;6.342300E+000
33518090;1.570000E+002;4.243000E+003;6.342300E+000
33519086;1.880000E+002;4.212000E+003;6.342300E+000
33520089;1.750000E+002;4.225000E+003;6.342300E+000
33521092;1.780000E+002;4.222000E+003;6.342300E+000
33522100;1.670000E+002;4.233000E+003;6.342300E+000
33523085;1.570000E+002;4.243000E+003;6.342300E+000
33524088;1.920000E+002;4.208000E+003;6.342300E+000
33525089;1.920000E+002;4.208000E+003;6.342300E+000
33526084;1.630000E+002;4.237000E+003;6.342300E+000
33527085;1.690000E+002;4.231000E+003;6.342300E+000
33528088;1.320000E+002;4.268000E+003;6.342300E+000
33529089;1.610000E+002;4.239000E+003;6.342300E+000
33530087;1.610000E+002;4.239000E+003;6.342300E+000
33531088;1.500000E+002;4.250000E+003;6.342300E+000
33532117;1.800000E+002;4.220000E+003;6.342300E+000
33533104;1.650000E+002;4.235000E+003;6.342300E+000
33534090;1.650000E+002;4.235000E+003;6.342300E+000
33535086;1.590000E+002;4.241000E+003;6.342300E+000
33536087;1.590000E+002;4.241000E+003;6.342300E+000
33537091;1.480000E+002;4.252000E+003;6.342300E+000
33538085;1.820000E+002;4.218000E+003;6.342300E+000
